[ 0.11 0.28 0.29 0.89 0.67 0.60 0.52 0.20 0.46 0.76 0.28 0.81 0.32 0.13 0.40 0.52 0.87 0.61 0.44 0.13 0.23 0.68 0.80 0.62 0.64 0.63 0.00 0.23 0.16 0.87 0.48 0.37 0.94 0.45 0.19 0.89 0.82 0.92 0.55 0.93 1.00 0.67 0.57 0.54 0.64 0.57 0.74 0.53 0.63 0.94 0.95 0.90 0.82 0.61 0.83 0.69 0.81 0.20 0.56 0.69 0.59 0.31 0.21 0.19 0.89 0.49 0.34 0.85 0.63 0.20 0.43 ]
[ 0.72 0.00 0.86 0.47 0.53 0.63 0.68 0.01 0.90 0.71 0.36 0.00 0.42 0.94 0.51 0.14 0.26 0.99 0.98 0.75 0.89 0.40 0.36 0.55 0.14 0.28 1.00 0.98 0.89 0.88 0.65 0.45 0.21 0.45 0.64 0.72 0.96 0.40 0.89 0.00 0.67 1.00 0.77 0.40 0.98 0.09 0.88 0.86 0.95 0.29 0.77 0.41 0.44 0.28 0.00 0.77 0.81 0.07 0.45 0.24 0.63 0.82 0.35 0.91 0.75 0.14 0.91 0.82 0.97 1.00 0.48 ]
[ 0.19 0.68 0.87 0.83 0.29 0.26 0.00 0.98 0.98 0.94 0.48 0.01 0.49 0.45 0.18 0.27 0.99 0.29 0.57 0.45 0.48 0.91 0.98 0.34 0.05 0.15 0.99 0.86 0.75 0.15 0.42 0.90 0.86 0.70 0.95 0.88 0.91 0.63 0.86 0.89 0.57 0.77 1.00 0.36 0.42 0.88 0.56 0.29 0.43 0.94 0.05 0.91 0.51 0.97 0.11 0.64 0.90 0.96 0.51 0.32 0.74 0.66 0.69 0.64 0.20 0.75 0.37 0.56 0.94 0.68 0.22 ]
[ 0.34 0.69 0.53 0.88 0.77 0.09 0.36 0.42 0.89 0.86 0.83 0.62 0.83 0.00 0.71 0.30 0.92 0.86 0.61 0.17 0.84 0.17 0.75 0.12 0.97 0.87 0.96 0.92 0.99 0.85 0.30 0.17 0.39 0.83 0.94 0.70 0.71 0.37 0.57 0.65 0.54 0.40 0.36 1.00 0.97 0.23 0.04 0.95 0.53 0.81 0.79 0.28 0.77 0.79 0.95 0.85 0.21 0.57 0.98 0.89 0.26 0.33 0.18 0.80 0.43 0.74 0.94 0.99 0.34 0.31 0.01 ]
[ 0.20 0.34 0.50 0.49 0.33 0.27 0.24 0.87 0.88 0.38 0.72 0.67 0.55 0.21 0.05 0.94 0.77 0.55 0.97 0.78 0.03 0.58 0.92 0.92 0.77 0.44 0.54 0.42 0.79 0.87 0.53 0.85 0.16 0.94 0.94 0.64 0.34 0.05 0.53 0.91 0.64 0.98 0.42 0.97 1.00 0.88 0.97 0.85 0.49 0.37 0.96 0.19 0.49 0.38 0.13 0.88 0.00 0.24 0.47 0.24 0.18 0.55 0.87 0.30 0.73 0.21 0.88 0.93 0.25 0.34 0.38 ]
[ 0.39 0.18 0.71 0.91 0.90 0.87 0.86 0.45 0.60 0.87 0.93 0.34 0.59 0.09 0.45 0.79 0.52 0.57 0.68 0.60 0.73 0.42 0.00 0.59 0.66 0.86 0.27 0.74 0.00 0.23 0.28 0.32 0.39 0.60 0.00 0.86 0.40 0.69 0.79 0.40 0.57 0.09 0.88 0.23 0.88 1.00 0.31 0.58 0.62 0.37 0.92 0.25 0.56 0.42 0.18 0.36 0.63 0.70 0.47 0.00 0.66 0.17 0.03 0.97 0.92 0.76 0.90 0.00 0.90 0.61 0.58 ]
[ 0.52 0.84 0.21 0.95 0.67 0.73 0.97 0.37 0.79 0.84 0.23 0.29 0.52 0.85 1.00 0.32 0.90 0.25 0.33 0.32 0.55 1.00 0.35 0.48 0.36 0.41 0.86 0.87 0.17 0.71 0.95 0.43 0.84 0.88 0.49 0.99 0.84 0.20 0.34 0.76 0.74 0.88 0.56 0.04 0.97 0.31 1.00 0.80 0.72 0.91 0.72 0.52 0.94 0.93 0.62 0.51 0.68 0.22 0.95 0.43 0.02 0.00 0.69 0.62 0.54 0.22 0.22 0.62 0.93 0.24 0.74 ]
[ 0.62 0.56 0.86 0.32 0.21 1.00 0.61 0.89 0.39 0.60 0.77 0.70 0.32 0.94 0.01 0.23 0.70 0.86 0.58 0.53 0.54 0.56 0.86 0.90 0.52 0.49 0.86 0.00 0.99 0.95 0.37 0.98 0.61 0.63 0.21 0.57 0.42 0.20 0.20 0.00 0.53 0.86 0.29 0.95 0.85 0.58 0.80 1.00 0.71 0.29 0.02 0.74 0.94 0.60 0.56 0.43 0.21 0.93 0.87 0.25 0.31 0.81 0.84 0.70 0.74 0.82 0.29 0.49 0.61 0.92 0.53 ]
[ 0.87 0.67 0.63 0.98 0.92 0.69 0.02 0.97 0.88 0.92 0.25 0.97 0.30 0.30 0.61 0.17 0.87 0.35 0.48 0.23 0.85 0.64 0.17 0.47 0.32 0.27 0.47 0.77 0.09 0.99 0.27 0.87 0.75 0.21 0.69 0.37 0.05 0.91 0.52 0.86 0.63 0.95 0.43 0.53 0.49 0.62 0.72 0.71 1.00 0.49 0.71 0.72 0.60 0.95 0.61 0.30 0.91 0.46 0.85 0.31 0.88 0.85 0.13 0.86 0.90 0.85 0.57 0.16 0.97 0.23 0.36 ]
[ 0.33 0.82 0.22 0.42 0.20 0.56 0.31 0.77 0.97 0.16 0.55 0.50 0.00 0.32 0.64 0.50 0.86 0.49 0.82 0.14 0.49 0.17 0.87 0.12 0.15 0.31 0.98 0.87 0.38 0.96 0.73 0.78 0.55 0.83 0.68 0.44 0.42 0.74 0.26 0.22 0.94 0.29 0.94 0.81 0.37 0.37 0.91 0.29 0.49 1.00 0.87 0.90 0.99 0.82 0.93 0.75 0.85 0.82 0.21 0.62 0.91 0.80 0.51 0.19 0.88 0.99 0.19 0.75 0.57 0.23 0.99 ]
[ 0.79 0.56 0.74 0.58 0.90 0.77 0.40 0.31 0.88 0.18 0.94 0.58 0.15 0.82 0.63 0.57 0.68 0.22 0.46 0.72 0.98 0.01 0.56 0.90 0.30 0.99 0.29 0.86 0.55 0.57 0.86 0.88 0.27 0.06 0.91 0.84 0.63 0.68 0.76 0.03 0.95 0.77 0.05 0.79 0.96 0.92 0.72 0.02 0.71 0.87 1.00 0.59 0.95 0.86 0.75 0.75 0.16 0.58 0.93 0.25 0.18 0.17 0.41 0.19 0.63 0.22 0.00 0.66 0.72 0.10 0.88 ]
[ 0.41 0.73 0.94 0.48 0.90 0.95 0.90 0.63 0.88 0.35 0.88 0.58 0.29 0.84 0.67 0.16 0.89 0.22 0.11 0.01 0.48 0.42 0.35 0.49 0.98 0.64 0.30 0.35 0.04 0.56 0.72 0.14 0.33 0.38 0.00 0.89 0.85 0.38 0.30 0.81 0.90 0.41 0.91 0.28 0.19 0.25 0.52 0.74 0.72 0.90 0.59 1.00 0.92 0.45 0.16 0.68 0.22 0.66 0.93 0.94 0.77 0.19 0.61 0.29 0.37 0.64 0.94 0.06 0.89 0.34 0.97 ]
[ 0.13 0.89 0.95 0.42 0.61 0.49 0.05 0.78 0.90 0.93 0.00 0.78 0.94 0.93 0.90 0.99 0.63 0.46 0.41 0.29 0.74 0.97 0.88 0.93 0.35 0.52 0.26 0.97 0.77 0.35 0.87 0.40 0.65 0.64 0.79 0.36 0.89 0.29 0.33 0.55 0.82 0.44 0.51 0.77 0.49 0.56 0.94 0.94 0.60 0.99 0.95 0.92 1.00 0.15 0.52 0.86 0.54 0.44 0.31 0.93 0.03 0.33 0.67 0.48 0.98 0.42 0.64 0.46 0.64 0.43 0.29 ]
[ 0.34 0.39 0.30 0.29 0.34 0.24 0.23 0.67 0.86 0.62 0.49 0.84 0.35 0.88 0.00 0.57 0.37 0.37 0.99 0.80 0.97 0.85 0.20 0.57 0.61 0.61 0.51 0.61 0.87 0.52 0.94 0.74 0.16 0.99 0.90 0.48 0.63 0.43 0.86 0.50 0.61 0.28 0.97 0.79 0.38 0.42 0.93 0.60 0.95 0.82 0.86 0.45 0.15 1.00 0.33 0.27 0.03 0.02 0.89 0.91 0.71 0.50 0.51 0.87 0.49 0.55 0.39 0.91 0.08 0.31 0.39 ]
[ 0.63 0.91 0.25 0.80 0.69 0.20 0.96 0.46 0.46 0.53 0.96 0.82 0.98 0.67 0.30 0.80 0.05 0.54 0.83 0.20 0.72 0.21 0.36 0.31 0.10 0.69 0.76 0.70 0.49 0.95 0.59 0.66 0.30 0.81 0.06 0.88 0.06 0.50 0.88 0.26 0.83 0.00 0.11 0.95 0.13 0.18 0.62 0.56 0.61 0.93 0.75 0.16 0.52 0.33 1.00 0.45 0.97 0.89 0.13 0.58 0.75 0.83 0.48 0.34 0.83 0.99 0.23 0.19 0.78 0.06 0.64 ]
[ 0.55 0.80 0.50 0.87 0.58 0.82 0.90 1.00 0.78 0.98 0.15 0.94 0.42 0.44 0.95 0.49 0.36 0.78 0.72 0.23 0.66 0.95 0.99 0.72 0.30 0.38 0.88 0.48 0.62 0.60 0.59 0.44 0.77 0.27 0.89 0.30 0.58 0.24 0.63 0.71 0.69 0.77 0.64 0.85 0.88 0.36 0.51 0.43 0.30 0.75 0.75 0.68 0.86 0.27 0.45 1.00 0.71 0.41 0.94 0.96 1.00 0.38 1.00 0.20 0.69 0.21 0.91 1.00 0.97 0.96 0.87 ]
[ 0.33 0.95 0.36 0.38 0.94 0.92 0.27 0.85 0.10 0.38 0.45 0.90 0.56 0.94 0.43 0.23 0.15 0.85 0.52 0.78 0.17 0.21 0.78 0.73 0.14 0.08 0.25 0.88 0.36 0.29 0.21 0.66 0.00 0.85 0.86 0.58 0.54 0.89 0.94 0.43 0.81 0.81 0.90 0.21 0.00 0.63 0.68 0.21 0.91 0.85 0.16 0.22 0.54 0.03 0.97 0.71 1.00 0.85 0.80 0.83 0.60 0.96 0.38 0.55 0.13 0.93 0.95 0.89 0.75 0.50 0.87 ]
[ 0.36 0.35 0.89 0.59 0.31 0.99 0.22 0.05 0.99 0.88 0.68 0.04 0.44 0.55 0.56 0.54 0.97 0.22 0.38 0.01 0.17 0.62 0.39 0.93 0.86 0.36 0.00 0.17 0.76 0.75 0.36 0.73 0.84 0.70 0.54 0.30 0.66 1.00 0.67 0.95 0.20 0.07 0.96 0.57 0.24 0.70 0.22 0.93 0.46 0.82 0.58 0.66 0.44 0.02 0.89 0.41 0.85 1.00 0.13 0.62 0.25 0.32 0.23 0.73 0.93 0.75 0.48 0.66 0.36 0.64 0.50 ]
[ 0.87 0.69 0.42 0.19 0.09 0.95 0.99 0.51 0.92 0.38 0.34 0.95 0.50 0.15 0.34 1.00 0.96 0.58 0.24 0.00 0.88 0.28 0.39 0.85 0.78 0.62 0.22 0.00 0.94 0.90 0.30 0.50 0.23 0.51 0.09 0.68 0.03 0.90 0.48 0.94 0.56 0.45 0.51 0.98 0.47 0.47 0.95 0.87 0.85 0.21 0.93 0.93 0.31 0.89 0.13 0.94 0.80 0.13 1.00 0.12 0.32 0.32 0.28 0.84 0.51 0.46 0.22 0.47 0.46 0.63 0.15 ]
[ 0.37 0.71 0.11 0.66 0.17 0.65 0.33 0.22 0.70 0.86 0.53 0.91 0.46 0.54 0.82 0.46 0.19 0.17 0.89 0.21 0.97 0.88 0.98 0.56 0.58 0.26 0.95 0.89 0.79 0.44 0.79 0.20 0.61 0.78 0.99 0.22 0.34 0.89 0.58 0.40 0.69 0.24 0.32 0.89 0.24 0.00 0.43 0.25 0.31 0.62 0.25 0.94 0.93 0.91 0.58 0.96 0.83 0.62 0.12 1.00 1.00 0.13 0.76 0.32 0.40 0.61 0.57 0.50 0.28 0.72 0.10 ]
[ 0.66 0.74 0.22 0.64 0.99 0.54 0.71 0.78 0.83 0.17 0.87 0.38 0.37 0.68 0.38 0.17 0.50 0.61 0.10 0.54 0.72 0.54 0.40 0.59 0.35 0.13 0.69 0.98 0.71 0.22 0.94 0.89 0.96 0.85 0.96 1.00 0.90 0.77 0.66 0.97 0.59 0.63 0.74 0.26 0.18 0.66 0.02 0.31 0.88 0.91 0.18 0.77 0.03 0.71 0.75 1.00 0.60 0.25 0.32 1.00 1.00 0.79 0.93 0.43 0.35 0.60 0.65 0.80 0.74 0.36 0.60 ]
[ 0.95 0.29 0.27 0.71 0.39 0.62 0.48 0.48 0.42 0.00 0.11 0.52 0.74 0.93 0.96 0.86 0.65 0.88 0.17 0.63 0.22 0.51 0.95 0.07 0.46 0.40 0.93 0.96 0.28 0.98 0.09 0.57 0.40 0.69 0.01 0.43 0.92 0.71 0.02 0.94 0.31 0.82 0.66 0.33 0.55 0.17 0.00 0.81 0.85 0.80 0.17 0.19 0.33 0.50 0.83 0.38 0.96 0.32 0.32 0.13 0.79 1.00 0.69 0.97 0.98 0.35 0.60 0.55 0.16 0.79 0.05 ]
[ 0.96 0.66 0.91 0.85 0.47 0.00 0.67 0.56 0.66 0.85 0.33 0.19 0.42 0.36 0.87 0.00 0.59 0.44 0.78 0.99 0.10 0.59 0.88 0.26 0.81 0.17 0.45 0.19 0.07 0.33 0.13 0.07 0.80 0.97 0.85 0.00 0.47 0.54 0.38 0.83 0.21 0.35 0.69 0.18 0.87 0.03 0.69 0.84 0.13 0.51 0.41 0.61 0.67 0.51 0.48 1.00 0.38 0.23 0.28 0.76 0.93 0.69 1.00 0.72 0.47 0.47 0.23 0.52 0.48 0.41 0.45 ]
[ 0.64 0.19 0.37 0.42 0.28 0.10 0.48 0.16 0.47 0.72 0.35 0.19 0.77 0.92 0.20 0.28 0.63 0.87 0.63 0.18 0.47 0.74 0.81 0.11 0.99 0.18 0.57 0.32 0.51 0.31 0.41 0.26 0.84 0.39 0.15 0.85 0.00 0.77 0.98 0.84 0.19 0.91 0.64 0.80 0.30 0.97 0.62 0.70 0.86 0.19 0.19 0.29 0.48 0.87 0.34 0.20 0.55 0.73 0.84 0.32 0.43 0.97 0.72 1.00 0.52 0.28 0.99 0.96 0.91 0.00 0.36 ]
[ 0.41 0.60 0.45 0.93 0.96 0.45 0.81 0.24 0.89 0.61 0.64 0.91 0.11 0.30 0.88 0.52 1.00 0.28 0.10 0.97 0.36 0.97 0.80 0.00 0.21 0.92 0.30 0.96 0.86 0.32 0.76 0.39 0.50 0.92 0.97 0.63 0.69 0.54 0.50 0.27 0.89 0.75 0.20 0.43 0.73 0.92 0.54 0.74 0.90 0.88 0.63 0.37 0.98 0.49 0.83 0.69 0.13 0.93 0.51 0.40 0.35 0.98 0.47 0.52 1.00 0.77 0.83 0.82 0.36 0.58 0.76 ]
[ 0.55 0.39 0.49 0.46 0.42 0.35 0.71 1.00 0.31 0.58 0.52 0.11 0.60 0.64 0.94 0.91 0.99 0.70 0.74 0.99 0.68 0.52 0.99 0.51 0.43 0.62 0.59 0.36 0.27 0.90 0.46 0.87 0.36 0.57 0.80 0.48 0.74 0.32 0.24 0.94 0.49 0.14 0.75 0.74 0.21 0.76 0.22 0.82 0.85 0.99 0.22 0.64 0.42 0.55 0.99 0.21 0.93 0.75 0.46 0.61 0.60 0.35 0.47 0.28 0.77 1.00 0.86 0.43 0.48 0.75 0.96 ]
[ 0.69 0.84 0.70 0.54 0.43 0.99 0.99 0.64 0.37 0.33 0.63 0.02 0.26 0.64 0.22 0.81 0.83 0.01 0.43 0.90 0.85 0.74 0.64 0.61 0.22 0.15 0.51 0.42 0.52 0.96 0.31 0.76 0.33 0.21 0.61 0.88 0.58 0.67 0.16 0.37 0.34 0.91 0.37 0.94 0.88 0.90 0.22 0.29 0.57 0.19 0.00 0.94 0.64 0.39 0.23 0.91 0.95 0.48 0.22 0.57 0.65 0.60 0.23 0.99 0.83 0.86 1.00 0.59 0.44 0.83 0.62 ]
[ 0.88 0.77 0.79 0.75 0.95 0.64 0.88 0.02 0.45 0.46 0.22 0.00 0.97 0.40 0.53 0.45 0.23 0.58 0.25 0.96 0.91 0.41 0.77 0.83 0.13 0.21 0.87 0.30 0.75 0.25 0.61 0.67 0.17 0.95 0.24 0.65 0.76 0.74 0.56 0.57 0.85 0.82 0.56 0.99 0.93 0.00 0.62 0.49 0.16 0.75 0.66 0.06 0.46 0.91 0.19 1.00 0.89 0.66 0.47 0.50 0.80 0.55 0.52 0.96 0.82 0.43 0.59 1.00 0.37 0.69 0.44 ]
[ 0.26 0.77 0.46 0.90 0.55 0.33 0.81 0.86 0.84 0.63 0.88 0.85 0.72 0.95 0.93 0.32 0.31 0.04 0.41 0.99 0.34 0.79 0.20 0.70 0.44 0.44 0.87 0.60 0.88 0.19 0.41 0.52 0.59 0.88 0.31 0.70 0.88 0.38 0.50 0.21 0.63 0.97 0.94 0.34 0.25 0.90 0.93 0.61 0.97 0.57 0.72 0.89 0.64 0.08 0.78 0.97 0.75 0.36 0.46 0.28 0.74 0.16 0.48 0.91 0.36 0.48 0.44 0.37 1.00 0.70 0.86 ]
[ 0.75 0.30 0.19 0.86 0.76 0.95 0.90 0.20 0.32 0.99 0.04 0.85 0.90 0.17 0.71 0.89 0.54 0.07 0.60 0.24 0.96 0.25 0.54 0.33 0.82 0.95 0.28 0.97 0.30 0.78 0.22 0.45 0.81 0.93 0.71 0.64 0.96 0.81 0.58 0.81 0.20 1.00 0.68 0.31 0.34 0.61 0.24 0.92 0.23 0.23 0.10 0.34 0.43 0.31 0.06 0.96 0.50 0.64 0.63 0.72 0.36 0.79 0.41 0.00 0.58 0.75 0.83 0.69 0.70 1.00 0.37 ]
[ 0.38 0.95 0.87 0.58 0.00 0.54 0.89 0.16 0.49 0.36 0.98 0.45 0.91 0.40 0.99 0.53 0.38 0.59 0.82 0.32 0.98 0.78 0.95 0.91 0.17 0.70 0.40 0.55 0.04 0.35 0.78 0.99 0.39 0.94 0.93 0.12 0.45 0.21 0.92 0.00 0.43 0.48 0.22 0.01 0.38 0.58 0.74 0.53 0.36 0.99 0.88 0.97 0.29 0.39 0.64 0.87 0.87 0.50 0.15 0.10 0.60 0.05 0.45 0.36 0.76 0.96 0.62 0.44 0.86 0.37 1.00 ]
];
