[ 0.55 0.22 0.45 0.94 0.37 0.19 0.65 0.38 0.03 0.45 1.00 0.20 0.35 0.16 0.48 0.18 0.55 0.98 0.54 0.30 0.35 0.68 0.41 0.20 0.57 0.81 0.81 0.51 0.76 0.98 0.60 0.48 0.81 0.19 0.84 0.97 0.33 0.41 0.63 0.96 0.34 0.04 0.62 0.46 0.89 0.77 0.32 0.24 0.61 0.64 0.92 0.80 0.21 0.39 0.66 0.19 0.96 0.30 0.86 0.82 0.84 0.34 0.29 0.91 0.56 0.50 0.61 0.69 0.65 0.51 0.88 0.00 0.81 ]
[ 0.53 0.83 0.40 0.59 0.65 0.67 0.89 0.81 0.74 0.36 0.20 1.00 0.61 0.81 0.38 0.36 0.94 0.41 0.83 0.55 0.96 0.11 0.42 0.77 0.16 0.64 0.69 0.00 0.91 0.44 0.39 0.86 0.35 0.77 0.54 0.73 0.75 0.45 0.73 0.78 0.82 0.86 0.15 0.16 0.64 0.28 0.25 0.53 0.97 0.63 0.53 0.86 0.14 0.91 0.44 0.24 0.53 0.99 0.00 0.79 0.53 0.87 0.48 0.23 0.30 0.55 0.21 0.95 0.86 0.98 0.93 0.15 0.96 ]
[ 0.60 0.70 0.91 0.72 0.57 0.37 0.13 0.43 0.93 0.91 0.35 0.61 1.00 0.71 0.15 0.33 0.00 0.45 0.51 0.32 0.17 0.85 0.98 0.33 0.87 0.30 0.98 0.82 0.24 0.56 0.22 0.62 0.39 0.69 0.78 0.89 0.71 0.53 0.40 0.16 0.88 0.07 0.09 0.98 0.51 0.26 0.67 0.33 0.79 0.99 0.19 0.68 0.93 0.52 0.87 0.40 0.69 0.39 0.89 0.02 0.61 0.91 0.25 0.50 0.62 0.77 0.64 0.56 0.80 0.01 0.61 0.37 0.35 ]
[ 0.88 0.43 0.21 0.96 0.10 0.78 0.92 0.86 0.94 0.72 0.16 0.81 0.71 1.00 0.72 0.98 0.04 0.89 0.81 0.35 0.48 0.78 0.95 0.84 0.72 0.91 0.82 0.00 0.89 0.61 0.33 0.73 0.92 0.49 0.36 0.43 0.91 0.59 0.18 0.64 0.18 0.10 0.94 0.90 0.25 0.12 0.27 0.58 0.15 0.68 0.85 0.16 0.93 0.21 0.75 0.74 0.91 0.75 0.31 0.98 0.27 0.96 0.35 1.00 0.49 0.54 0.76 0.98 0.30 0.99 0.66 0.84 0.36 ]
[ 0.44 0.34 0.60 0.63 0.53 0.99 0.15 0.66 0.66 0.51 0.48 0.38 0.15 0.72 1.00 0.24 0.16 0.77 0.60 0.51 0.18 0.30 0.88 0.85 0.40 0.07 0.70 0.61 0.28 0.10 0.00 0.97 0.92 0.78 0.44 0.28 0.56 0.54 0.98 0.87 0.63 0.44 0.67 0.79 0.85 0.80 0.85 0.49 0.49 0.27 0.00 0.40 0.08 0.72 0.99 0.11 0.74 0.34 0.47 0.85 0.21 0.60 0.55 0.86 0.75 0.33 0.90 0.15 0.95 0.08 0.82 0.91 0.15 ]
[ 0.36 0.69 0.66 0.34 0.66 0.16 0.85 0.99 0.55 0.36 0.18 0.36 0.33 0.98 0.24 1.00 0.78 0.68 0.26 0.48 0.43 0.26 0.24 0.77 0.69 0.15 0.24 0.56 0.28 0.81 0.05 0.89 0.40 0.87 0.75 0.90 0.63 0.96 0.49 0.29 0.74 0.00 0.98 0.95 0.26 0.09 0.92 0.67 0.13 0.40 0.93 0.16 0.25 0.85 0.38 0.77 0.46 0.25 0.51 0.39 0.39 0.28 0.74 0.63 0.74 0.48 0.96 0.94 0.30 0.93 0.75 0.64 0.36 ]
[ 0.48 0.34 0.46 0.26 0.79 0.84 0.08 0.40 0.35 0.70 0.55 0.94 0.00 0.04 0.16 0.78 1.00 0.57 0.94 0.50 0.79 0.97 0.58 0.07 0.52 0.72 0.46 0.23 0.16 0.28 0.16 0.88 0.65 0.24 0.96 0.89 0.36 0.43 0.93 0.40 0.12 0.36 0.55 0.79 0.85 0.48 0.84 0.90 0.46 0.85 0.86 0.72 0.39 0.37 0.21 0.81 0.98 0.28 0.60 0.16 0.30 0.65 0.87 0.98 0.52 0.68 0.88 0.85 0.71 0.45 1.00 0.97 0.58 ]
[ 0.58 0.48 0.42 0.33 0.83 0.33 0.94 0.59 0.94 0.92 0.98 0.41 0.45 0.89 0.77 0.68 0.57 1.00 0.33 0.22 0.80 0.68 0.50 0.64 0.50 0.36 0.74 0.98 0.19 0.88 0.51 0.75 0.18 0.90 0.66 0.55 0.65 0.36 0.89 0.57 0.30 0.84 0.44 0.99 0.47 0.81 0.37 0.36 0.34 0.95 0.16 0.95 0.53 0.81 0.80 0.51 0.47 0.30 0.90 0.90 0.00 0.34 0.56 0.18 0.39 0.56 0.61 0.84 0.40 0.38 0.75 0.95 0.39 ]
[ 0.43 0.23 0.97 0.58 0.25 0.41 0.88 0.98 0.09 0.69 0.54 0.83 0.51 0.81 0.60 0.26 0.94 0.33 1.00 0.30 0.48 0.51 0.94 0.16 0.98 0.25 0.64 0.52 0.52 0.96 0.91 0.16 0.84 0.35 0.72 0.51 0.13 0.53 0.73 0.96 0.58 0.13 0.55 0.63 0.79 1.00 0.53 0.59 0.62 0.74 0.91 0.70 0.43 0.71 0.77 0.79 0.39 0.72 0.29 0.15 0.81 0.47 0.15 0.85 0.85 0.87 0.31 0.66 0.32 0.76 0.17 0.59 0.56 ]
[ 0.73 0.65 0.32 0.27 0.19 0.96 0.35 0.73 0.97 0.53 0.30 0.55 0.32 0.35 0.51 0.48 0.50 0.22 0.30 1.00 0.35 0.80 0.78 0.89 0.41 0.92 0.99 0.04 0.98 0.83 0.22 0.24 0.39 0.68 0.53 0.44 0.87 0.23 0.88 0.42 0.60 1.00 0.89 0.56 0.63 0.96 0.69 0.11 0.18 0.86 0.75 0.06 0.74 0.85 0.13 0.61 0.30 0.20 0.98 0.59 0.30 0.37 0.89 0.86 0.57 0.75 0.63 0.46 0.69 0.57 0.98 0.88 0.98 ]
[ 0.79 0.56 0.36 0.77 0.87 0.48 0.14 0.45 0.82 0.97 0.35 0.96 0.17 0.48 0.18 0.43 0.79 0.80 0.48 0.35 1.00 0.53 0.99 0.31 0.08 0.24 0.94 0.86 0.45 0.62 0.03 0.60 0.54 0.59 0.49 0.47 0.86 0.20 0.28 0.28 0.74 0.93 0.00 0.54 0.83 0.40 0.60 0.66 0.86 0.31 0.46 0.79 0.87 0.76 0.23 0.39 0.85 0.39 0.30 0.26 0.41 0.33 1.00 0.59 0.81 0.48 0.98 0.29 0.36 0.29 0.31 0.33 0.30 ]
[ 0.62 0.44 0.82 0.19 0.69 0.69 0.49 0.24 0.71 0.74 0.68 0.11 0.85 0.78 0.30 0.26 0.97 0.68 0.51 0.80 0.53 1.00 0.64 0.50 0.57 0.41 0.78 0.00 0.93 0.69 0.76 0.89 0.00 0.89 0.45 0.83 0.86 0.77 0.73 0.62 0.92 0.28 0.87 0.27 0.57 0.67 0.92 0.03 0.34 0.32 0.85 0.40 0.47 0.34 0.73 0.57 0.30 0.22 0.76 0.90 0.73 0.92 0.99 0.99 0.27 0.79 0.91 0.88 0.93 0.27 0.44 0.59 0.54 ]
[ 0.94 0.92 0.42 0.88 0.88 0.76 0.04 0.38 0.37 0.55 0.41 0.42 0.98 0.95 0.88 0.24 0.58 0.50 0.94 0.78 0.99 0.64 1.00 0.00 0.45 0.89 0.97 0.39 0.36 0.18 0.29 0.46 0.63 0.55 0.88 0.11 0.47 0.28 0.19 0.86 0.78 0.91 0.64 0.12 0.67 0.51 0.22 0.36 0.62 0.40 0.79 0.47 0.57 0.48 0.93 0.87 0.79 0.26 0.31 0.58 0.72 0.78 0.00 0.29 0.67 0.19 0.84 0.86 0.67 0.72 0.35 0.51 0.35 ]
[ 0.63 0.44 0.45 0.95 0.44 0.76 0.86 0.13 0.54 0.00 0.20 0.77 0.33 0.84 0.85 0.77 0.07 0.64 0.16 0.89 0.31 0.50 0.00 1.00 0.77 0.32 0.51 0.61 0.23 0.96 0.34 0.42 0.23 0.92 0.65 0.80 0.94 0.99 0.81 0.24 0.21 0.62 0.55 0.89 0.79 0.85 0.45 0.51 0.68 0.66 0.28 0.16 0.98 0.78 0.22 0.59 0.42 0.70 0.60 0.61 1.00 0.67 0.18 0.82 0.31 0.34 0.39 0.29 0.29 0.17 0.23 0.92 0.82 ]
[ 0.73 0.48 0.00 0.18 0.56 0.30 0.10 0.83 0.17 0.94 0.57 0.16 0.87 0.72 0.40 0.69 0.52 0.50 0.98 0.41 0.08 0.57 0.45 0.77 1.00 0.48 0.38 0.26 0.97 0.96 0.87 0.60 0.41 0.71 0.29 0.80 0.01 0.96 0.94 0.65 0.07 0.28 0.90 0.24 0.32 0.82 0.52 0.69 0.52 0.94 0.54 0.87 0.51 0.75 0.18 0.65 0.68 0.40 0.32 0.88 0.39 0.77 0.68 0.70 0.00 0.43 0.97 0.25 0.47 0.89 0.85 0.36 0.58 ]
[ 0.09 0.81 0.24 0.93 0.02 0.63 0.89 0.86 0.96 0.58 0.81 0.64 0.30 0.91 0.07 0.15 0.72 0.36 0.25 0.92 0.24 0.41 0.89 0.32 0.48 1.00 0.99 0.47 0.78 0.96 0.98 0.73 0.45 0.66 0.24 0.69 0.99 0.88 0.97 0.23 0.12 0.37 0.45 0.22 0.65 0.42 0.50 0.86 0.38 0.96 0.04 0.64 0.66 0.92 0.28 0.60 0.05 0.95 0.66 0.22 0.60 0.16 0.65 0.19 0.74 0.49 0.90 0.41 0.87 0.55 0.92 0.34 0.27 ]
[ 0.15 0.37 0.99 0.60 0.79 0.93 0.51 0.65 0.62 0.91 0.81 0.69 0.98 0.82 0.70 0.24 0.46 0.74 0.64 0.99 0.94 0.78 0.97 0.51 0.38 0.99 1.00 0.54 0.66 0.41 0.02 0.51 0.46 0.79 0.41 0.44 0.56 0.64 0.09 0.17 0.00 0.90 0.61 0.46 0.84 0.99 0.34 0.13 0.69 0.20 0.97 0.48 0.86 0.27 0.77 0.71 0.99 0.98 0.90 0.27 0.91 0.95 0.45 0.97 0.15 0.34 0.40 0.89 0.85 0.29 0.78 0.98 0.21 ]
[ 0.24 0.68 0.96 0.20 0.19 0.53 0.84 0.74 0.94 0.33 0.51 0.00 0.82 0.00 0.61 0.56 0.23 0.98 0.52 0.04 0.86 0.00 0.39 0.61 0.26 0.47 0.54 1.00 0.45 0.15 0.69 0.64 0.20 0.17 0.39 0.71 0.74 0.40 0.56 0.55 0.32 0.69 0.37 0.71 0.35 0.38 0.29 0.52 0.88 0.27 0.09 0.02 0.25 0.53 0.98 0.07 0.09 0.28 0.87 0.61 0.97 0.49 0.17 0.34 0.09 0.65 0.91 0.56 0.39 0.35 0.89 0.35 0.86 ]
[ 0.97 0.66 0.42 0.94 0.62 0.22 0.99 0.68 0.52 0.81 0.76 0.91 0.24 0.89 0.28 0.28 0.16 0.19 0.52 0.98 0.45 0.93 0.36 0.23 0.97 0.78 0.66 0.45 1.00 0.68 0.48 0.57 0.43 0.34 0.22 0.58 0.15 0.73 0.28 0.85 0.93 0.96 0.21 0.10 0.00 0.44 0.83 0.99 0.31 0.93 0.22 0.33 0.86 0.57 0.97 0.51 0.55 0.85 0.98 0.17 0.08 0.00 0.50 0.37 0.50 0.33 0.45 0.91 0.91 0.71 0.69 0.44 0.00 ]
[ 0.05 0.99 0.66 0.99 0.73 0.97 0.17 0.37 0.59 0.32 0.98 0.44 0.56 0.61 0.10 0.81 0.28 0.88 0.96 0.83 0.62 0.69 0.18 0.96 0.96 0.96 0.41 0.15 0.68 1.00 0.31 0.68 0.24 0.27 0.31 0.26 0.13 0.15 0.27 0.58 0.93 0.78 0.58 0.38 0.03 0.73 0.50 0.55 0.42 0.89 0.89 0.23 0.41 0.38 0.33 0.18 0.67 0.40 0.68 0.71 0.86 0.92 0.31 0.30 0.96 0.03 0.83 0.28 0.47 0.98 0.07 0.52 0.75 ]
[ 0.02 0.30 0.61 0.31 0.86 0.39 0.86 0.19 0.12 0.98 0.60 0.39 0.22 0.33 0.00 0.05 0.16 0.51 0.91 0.22 0.03 0.76 0.29 0.34 0.87 0.98 0.02 0.69 0.48 0.31 1.00 0.93 0.54 0.56 0.85 0.88 0.19 0.73 0.79 0.75 0.42 0.31 0.93 0.55 0.16 0.88 0.84 0.48 0.25 0.27 0.86 0.40 0.70 0.82 0.31 0.94 0.76 0.48 0.79 0.46 0.25 0.70 0.44 0.62 0.00 0.73 0.91 0.86 0.85 0.93 0.48 0.37 0.88 ]
[ 1.00 0.00 0.45 0.67 0.05 0.92 0.58 0.48 0.33 0.64 0.48 0.86 0.62 0.73 0.97 0.89 0.88 0.75 0.16 0.24 0.60 0.89 0.46 0.42 0.60 0.73 0.51 0.64 0.57 0.68 0.93 1.00 0.09 0.86 0.86 0.96 0.69 0.24 0.54 0.39 0.06 0.94 0.90 0.61 0.37 0.27 0.31 0.68 0.84 0.44 0.70 0.69 0.01 0.55 0.55 0.16 0.62 0.06 0.88 0.12 0.88 0.87 0.90 0.29 0.64 0.44 0.12 0.17 0.20 0.49 0.51 0.57 0.24 ]
[ 0.79 0.49 0.52 0.76 0.40 0.94 0.89 0.78 0.03 0.16 0.81 0.35 0.39 0.92 0.92 0.40 0.65 0.18 0.84 0.39 0.54 0.00 0.63 0.23 0.41 0.45 0.46 0.20 0.43 0.24 0.54 0.09 1.00 0.27 0.15 0.98 1.00 0.55 0.00 0.69 0.58 0.22 0.28 0.24 0.00 0.66 0.85 0.86 0.44 0.54 0.50 0.94 0.96 0.43 0.78 0.21 0.99 0.63 0.95 0.27 0.37 0.31 0.02 0.78 0.45 0.02 0.17 0.37 0.89 0.21 0.16 0.67 0.61 ]
[ 0.85 0.93 0.79 0.71 0.79 0.38 0.34 0.83 0.81 0.84 0.19 0.77 0.69 0.49 0.78 0.87 0.24 0.90 0.35 0.68 0.59 0.89 0.55 0.92 0.71 0.66 0.79 0.17 0.34 0.27 0.56 0.86 0.27 1.00 0.84 0.42 0.15 0.19 0.85 0.92 0.66 0.41 0.13 0.54 0.27 0.76 0.83 0.46 0.98 0.24 0.43 0.84 0.30 0.59 0.31 0.02 0.18 0.72 0.77 0.01 0.29 0.38 0.73 0.98 0.98 0.50 0.93 0.62 0.93 0.82 0.44 0.11 0.54 ]
[ 0.47 0.24 0.91 0.83 0.80 0.88 0.24 0.21 0.98 0.32 0.84 0.54 0.78 0.36 0.44 0.75 0.96 0.66 0.72 0.53 0.49 0.45 0.88 0.65 0.29 0.24 0.41 0.39 0.22 0.31 0.85 0.86 0.15 0.84 1.00 0.90 0.99 0.51 0.90 0.89 0.59 0.75 0.26 0.70 0.74 0.44 0.68 0.23 0.46 0.95 0.00 0.15 0.89 1.00 0.71 0.95 0.07 0.74 0.00 0.29 0.95 0.30 0.44 0.46 0.24 0.40 0.77 0.97 0.84 0.37 0.15 0.86 0.58 ]
[ 0.81 0.97 0.79 0.54 0.43 0.48 0.86 0.53 0.68 0.59 0.97 0.73 0.89 0.43 0.28 0.90 0.89 0.55 0.51 0.44 0.47 0.83 0.11 0.80 0.80 0.69 0.44 0.71 0.58 0.26 0.88 0.96 0.98 0.42 0.90 1.00 0.73 0.74 0.39 0.21 0.55 0.51 0.01 0.79 0.91 0.87 0.25 0.06 0.92 0.94 0.43 0.42 0.73 0.34 0.65 0.67 0.75 0.37 0.99 0.35 0.17 0.53 0.51 0.60 0.40 0.51 0.50 1.00 0.23 0.51 0.58 0.87 0.50 ]
[ 0.31 0.16 0.87 0.31 0.62 0.26 0.75 0.56 0.52 0.49 0.33 0.75 0.71 0.91 0.56 0.63 0.36 0.65 0.13 0.87 0.86 0.86 0.47 0.94 0.01 0.99 0.56 0.74 0.15 0.13 0.19 0.69 1.00 0.15 0.99 0.73 1.00 0.90 0.62 0.96 0.19 0.76 0.32 0.54 0.69 0.91 0.99 0.56 0.58 0.98 0.39 0.11 0.46 0.33 0.65 0.71 0.90 0.38 0.27 0.26 0.81 0.29 0.98 0.82 0.78 0.67 0.74 0.01 0.51 0.42 0.41 0.84 0.74 ]
[ 0.61 0.23 0.66 0.81 0.73 0.39 0.90 0.61 0.18 0.28 0.41 0.45 0.53 0.59 0.54 0.96 0.43 0.36 0.53 0.23 0.20 0.77 0.28 0.99 0.96 0.88 0.64 0.40 0.73 0.15 0.73 0.24 0.55 0.19 0.51 0.74 0.90 1.00 0.31 0.88 0.82 0.79 0.17 0.83 0.90 0.97 0.23 0.51 0.99 0.54 0.32 0.93 0.94 0.54 0.41 0.31 0.77 0.50 0.82 0.78 0.38 0.38 0.42 0.60 0.76 0.10 0.24 0.40 0.52 0.56 0.62 0.31 0.82 ]
[ 0.36 0.78 0.47 0.10 0.25 0.02 0.25 0.71 0.67 0.84 0.63 0.73 0.40 0.18 0.98 0.49 0.93 0.89 0.73 0.88 0.28 0.73 0.19 0.81 0.94 0.97 0.09 0.56 0.28 0.27 0.79 0.54 0.00 0.85 0.90 0.39 0.62 0.31 1.00 0.49 0.29 0.88 0.23 0.82 0.40 0.98 0.71 0.39 0.95 0.95 0.09 0.86 0.20 0.98 0.86 0.81 0.64 0.96 0.61 0.05 0.36 0.32 0.60 0.01 0.00 0.65 0.13 0.94 0.18 0.85 0.99 0.15 0.17 ]
[ 0.63 0.42 0.77 0.53 0.97 0.93 0.58 0.77 0.49 0.27 0.96 0.78 0.16 0.64 0.87 0.29 0.40 0.57 0.96 0.42 0.28 0.62 0.86 0.24 0.65 0.23 0.17 0.55 0.85 0.58 0.75 0.39 0.69 0.92 0.89 0.21 0.96 0.88 0.49 1.00 0.78 0.00 0.58 0.97 0.36 0.16 0.59 0.33 0.96 0.72 0.38 0.97 1.00 0.24 0.74 0.90 0.28 0.69 0.41 0.65 0.94 0.94 0.97 0.26 0.58 0.35 0.82 0.25 0.77 0.35 0.00 0.60 0.96 ]
[ 0.96 0.93 0.81 0.22 0.91 0.83 0.29 0.31 0.00 0.66 0.34 0.82 0.88 0.18 0.63 0.74 0.12 0.30 0.58 0.60 0.74 0.92 0.78 0.21 0.07 0.12 0.00 0.32 0.93 0.93 0.42 0.06 0.58 0.66 0.59 0.55 0.19 0.82 0.29 0.78 1.00 0.48 0.03 0.33 0.60 0.50 0.97 0.19 1.00 0.09 0.83 0.18 0.55 0.88 0.76 0.85 0.96 0.26 0.07 0.98 0.43 0.86 0.64 0.52 0.23 0.94 0.74 0.16 0.80 0.64 0.86 0.91 0.27 ]
[ 0.53 0.73 0.05 0.39 0.58 0.57 0.03 0.21 0.29 0.55 0.04 0.86 0.07 0.10 0.44 0.00 0.36 0.84 0.13 1.00 0.93 0.28 0.91 0.62 0.28 0.37 0.90 0.69 0.96 0.78 0.31 0.94 0.22 0.41 0.75 0.51 0.76 0.79 0.88 0.00 0.48 1.00 0.69 0.83 0.72 0.99 0.54 0.81 0.37 0.89 0.25 0.49 0.50 0.43 0.30 0.78 0.38 0.28 0.96 0.64 0.52 0.43 0.35 0.88 0.06 0.49 0.93 0.65 0.42 0.88 0.94 0.31 0.29 ]
[ 0.45 0.96 0.17 0.33 0.69 0.10 0.92 0.82 0.39 0.37 0.62 0.15 0.09 0.94 0.67 0.98 0.55 0.44 0.55 0.89 0.00 0.87 0.64 0.55 0.90 0.45 0.61 0.37 0.21 0.58 0.93 0.90 0.28 0.13 0.26 0.01 0.32 0.17 0.23 0.58 0.03 0.69 1.00 0.18 0.56 0.49 0.91 0.30 0.88 0.34 0.73 0.88 0.96 0.41 0.17 0.96 0.64 0.09 0.41 0.98 0.42 0.01 0.03 0.47 0.62 0.20 0.49 0.75 0.25 0.38 0.71 0.72 0.16 ]
[ 0.39 0.75 0.08 0.28 0.74 0.91 0.22 0.18 0.59 0.09 0.46 0.16 0.98 0.90 0.79 0.95 0.79 0.99 0.63 0.56 0.54 0.27 0.12 0.89 0.24 0.22 0.46 0.71 0.10 0.38 0.55 0.61 0.24 0.54 0.70 0.79 0.54 0.83 0.82 0.97 0.33 0.83 0.18 1.00 0.44 0.00 0.32 0.92 0.44 0.69 0.61 0.41 0.33 0.76 0.65 0.61 0.45 0.66 0.95 0.50 0.61 0.22 0.00 0.53 0.95 0.88 0.91 0.00 0.00 0.63 0.10 0.36 0.74 ]
[ 0.16 0.92 0.22 0.03 0.43 0.09 0.95 0.74 0.35 0.28 0.89 0.64 0.51 0.25 0.85 0.26 0.85 0.47 0.79 0.63 0.83 0.57 0.67 0.79 0.32 0.65 0.84 0.35 0.00 0.03 0.16 0.37 0.00 0.27 0.74 0.91 0.69 0.90 0.40 0.36 0.60 0.72 0.56 0.44 1.00 0.28 0.83 0.37 0.27 0.75 0.07 0.36 0.30 0.67 0.37 0.74 0.00 0.52 0.09 0.79 0.54 0.52 0.02 0.08 0.40 0.88 0.41 0.96 0.27 0.23 0.16 0.46 0.28 ]
[ 0.45 0.69 0.00 0.24 0.62 0.66 0.90 0.88 0.29 0.61 0.77 0.28 0.26 0.12 0.80 0.09 0.48 0.81 1.00 0.96 0.40 0.67 0.51 0.85 0.82 0.42 0.99 0.38 0.44 0.73 0.88 0.27 0.66 0.76 0.44 0.87 0.91 0.97 0.98 0.16 0.50 0.99 0.49 0.00 0.28 1.00 0.61 0.64 0.25 0.66 0.49 0.98 0.29 0.80 0.61 0.40 0.62 0.86 0.87 0.86 0.24 0.54 0.17 0.41 0.08 0.73 0.99 0.17 0.99 0.54 0.34 0.99 0.92 ]
