[ 0.92 0.98 0.48 0.96 0.84 0.62 0.94 0.81 0.79 0.34 0.34 0.69 0.34 0.71 1.00 0.32 0.95 0.96 0.30 0.44 0.15 0.39 0.85 0.90 0.98 0.00 0.49 0.22 0.23 0.72 0.89 0.86 0.50 0.94 0.00 0.84 0.83 0.73 0.44 0.40 0.05 0.63 0.96 0.78 0.00 0.57 0.54 0.48 0.96 0.58 0.88 0.37 0.70 0.66 0.00 0.55 0.92 0.00 0.25 0.41 0.58 0.49 0.97 0.19 0.62 0.88 0.23 0.23 ]
[ 0.70 0.86 0.31 0.00 0.25 0.70 0.39 0.64 0.80 0.62 0.26 0.63 0.60 0.42 0.32 1.00 0.40 0.96 0.84 0.61 0.80 0.20 0.89 0.73 0.59 0.23 0.41 0.63 0.99 0.39 0.41 0.50 0.00 0.32 0.38 0.47 0.59 0.73 0.38 0.53 0.98 0.38 0.88 0.85 0.47 0.94 0.35 0.85 0.45 0.72 0.83 0.93 0.90 0.36 0.58 0.98 0.96 0.97 0.63 0.30 0.67 0.61 0.79 0.85 0.82 0.87 0.22 0.52 ]
[ 0.25 0.16 0.99 0.25 0.62 0.62 0.23 0.37 0.69 0.00 0.24 0.53 0.30 0.47 0.95 0.40 1.00 0.83 0.86 0.95 0.22 0.21 0.37 0.68 0.80 0.40 0.51 0.34 0.58 0.41 0.02 0.40 0.77 0.93 0.80 0.97 0.55 0.82 0.96 0.45 0.88 0.88 0.86 0.04 0.65 0.91 0.21 0.00 0.83 0.19 0.15 0.96 0.73 0.85 0.40 0.87 0.14 0.28 0.84 0.99 0.41 0.19 0.59 0.71 0.98 0.92 0.23 0.99 ]
[ 0.37 0.63 0.38 0.02 0.23 0.49 0.95 0.10 0.78 0.45 0.48 0.04 0.52 0.92 0.96 0.96 0.83 1.00 0.77 0.95 0.59 0.88 0.67 0.29 0.19 0.43 0.60 0.62 0.33 0.76 0.00 0.90 0.91 0.82 0.48 0.17 0.92 0.00 0.18 0.36 0.90 0.40 0.71 0.26 0.89 0.81 0.55 0.51 0.96 0.54 0.56 0.86 0.79 0.29 0.50 0.30 0.76 0.92 0.56 0.24 0.20 0.17 0.39 0.32 0.95 0.87 0.88 0.51 ]
[ 0.93 0.95 0.33 0.74 0.77 0.68 0.66 0.96 0.43 0.92 0.20 0.03 0.44 0.86 0.30 0.84 0.86 0.77 1.00 0.25 0.23 0.88 0.46 0.99 0.96 0.94 0.41 0.83 0.90 0.81 0.41 0.90 0.72 0.65 0.66 0.18 0.93 0.03 0.05 0.13 0.57 1.00 0.25 0.91 0.89 0.85 0.77 0.87 0.80 0.85 0.63 0.51 0.38 0.02 0.71 0.69 0.50 0.40 0.64 0.86 0.18 0.57 0.92 0.60 0.93 0.86 0.66 0.45 ]
[ 0.56 0.53 0.66 0.20 0.85 0.79 0.22 0.76 0.38 0.37 0.43 0.38 0.89 0.50 0.44 0.61 0.95 0.95 0.25 1.00 0.33 0.65 0.56 0.46 0.32 0.66 0.93 0.78 0.78 0.51 0.30 0.95 0.97 0.16 0.35 0.57 0.85 0.56 0.97 0.63 0.73 0.83 0.30 0.81 0.41 0.46 0.59 0.40 0.76 0.15 0.72 0.64 0.79 0.45 0.37 0.67 0.52 0.50 0.94 0.98 0.79 0.55 0.46 0.84 0.36 0.92 0.56 0.99 ]
[ 0.71 0.31 0.47 0.24 0.95 0.43 0.78 0.77 0.55 0.00 0.61 0.93 0.90 0.25 0.15 0.80 0.22 0.59 0.23 0.33 1.00 0.49 0.03 0.50 0.80 0.63 0.69 0.98 0.89 0.99 0.90 0.68 0.64 0.90 0.26 0.42 0.42 0.48 0.95 0.54 0.85 0.16 0.53 0.91 0.95 0.59 0.66 0.36 0.44 0.58 0.49 0.62 0.75 0.48 0.87 0.86 0.35 0.99 1.00 0.58 0.95 0.59 0.58 0.73 0.93 0.58 0.46 0.98 ]
[ 0.72 0.09 0.66 0.58 0.29 0.55 0.53 0.82 0.39 0.35 0.85 0.48 0.47 0.88 0.39 0.20 0.21 0.88 0.88 0.65 0.49 1.00 0.46 0.72 0.90 0.64 0.00 0.48 0.80 0.94 0.38 0.15 0.27 0.84 0.89 0.63 0.78 0.84 0.77 0.99 0.64 0.99 0.29 0.10 0.47 0.65 0.94 0.96 0.93 0.47 0.37 0.45 0.63 0.93 0.88 0.00 0.14 0.66 0.32 0.36 0.54 0.21 0.29 0.19 0.00 0.69 0.17 0.93 ]
[ 0.71 0.00 0.00 0.03 0.31 0.80 0.96 0.45 0.51 0.38 0.34 0.17 0.84 0.87 0.85 0.89 0.37 0.67 0.46 0.56 0.03 0.46 1.00 0.36 0.76 0.97 0.36 1.00 0.42 0.09 0.77 0.00 0.50 0.41 0.97 0.95 0.29 0.23 0.58 0.00 0.75 0.07 0.53 0.37 0.86 0.87 0.27 0.58 0.50 0.94 0.92 0.75 0.30 0.60 0.52 0.22 0.63 0.86 0.34 0.96 0.20 0.16 0.76 0.47 0.33 0.55 0.18 0.31 ]
[ 0.92 0.66 0.87 0.00 0.75 0.69 0.00 0.47 0.17 0.83 0.86 0.66 0.94 0.00 0.90 0.73 0.68 0.29 0.99 0.46 0.50 0.72 0.36 1.00 0.90 0.96 0.23 0.33 0.42 0.01 0.63 0.00 0.95 0.84 0.61 0.80 0.48 0.94 0.80 0.69 0.96 0.25 0.06 0.62 0.65 0.46 0.52 0.87 0.50 0.69 0.55 0.20 0.30 0.94 0.54 0.44 0.76 0.26 1.00 0.85 0.93 0.86 0.80 0.89 0.41 0.09 0.11 0.84 ]
[ 0.93 0.87 0.68 0.64 0.96 0.49 0.34 0.64 0.95 0.64 0.96 0.70 0.00 0.47 0.98 0.59 0.80 0.19 0.96 0.32 0.80 0.90 0.76 0.90 1.00 0.39 0.22 0.79 0.03 0.20 0.18 0.29 0.67 0.52 0.97 0.19 0.76 0.24 0.41 0.21 0.74 0.80 0.38 0.07 0.58 0.99 0.94 0.65 0.73 0.87 0.95 0.96 0.58 0.84 0.65 0.90 0.50 0.07 0.86 0.41 0.48 0.40 0.41 0.40 0.04 0.74 0.63 0.52 ]
[ 0.74 0.49 0.69 0.63 0.99 0.99 0.69 0.97 0.62 0.50 0.13 0.93 0.98 0.21 0.00 0.23 0.40 0.43 0.94 0.66 0.63 0.64 0.97 0.96 0.39 1.00 0.43 0.35 0.57 0.95 0.78 0.81 0.22 0.95 0.94 0.09 0.87 0.88 0.47 0.42 0.57 0.92 0.46 0.23 0.41 0.24 0.99 0.04 0.42 0.59 0.85 0.83 0.00 0.26 0.63 0.99 0.70 0.34 0.35 0.78 0.42 0.47 0.09 0.99 0.79 0.36 0.98 0.98 ]
[ 0.79 0.94 0.65 0.57 0.43 0.78 0.90 0.37 0.80 0.55 0.89 0.63 0.30 0.35 0.49 0.41 0.51 0.60 0.41 0.93 0.69 0.00 0.36 0.23 0.22 0.43 1.00 0.68 0.52 0.30 0.89 0.89 0.71 0.53 0.99 0.42 0.56 0.78 0.63 0.90 0.96 0.93 0.31 0.94 0.64 0.30 0.75 0.49 0.86 0.40 0.99 0.41 0.67 0.17 0.20 0.43 0.59 0.43 0.28 0.58 0.98 0.97 0.90 0.06 0.38 0.44 0.49 0.73 ]
[ 0.89 0.03 0.94 0.69 0.27 0.94 0.94 0.00 0.35 0.05 0.18 0.93 0.98 0.67 0.22 0.63 0.34 0.62 0.83 0.78 0.98 0.48 1.00 0.33 0.79 0.35 0.68 1.00 0.19 0.61 0.33 0.80 0.84 0.66 0.40 0.18 0.26 0.83 0.27 0.98 0.22 0.71 0.87 0.72 0.92 0.35 0.53 0.00 0.52 0.39 0.78 0.66 0.98 0.22 0.96 0.30 0.54 0.20 0.59 0.82 0.28 0.20 0.83 0.53 0.73 0.27 0.55 0.75 ]
[ 0.89 0.04 0.87 0.25 0.75 0.69 0.74 0.77 0.59 0.98 0.95 0.45 0.93 0.86 0.23 0.99 0.58 0.33 0.90 0.78 0.89 0.80 0.42 0.42 0.03 0.57 0.52 0.19 1.00 0.50 0.67 0.00 0.82 0.82 0.57 0.24 0.86 0.48 1.00 0.46 0.80 0.87 0.23 0.43 0.65 0.51 0.54 0.21 0.37 0.85 0.87 0.29 0.19 0.62 0.86 0.38 0.19 0.73 0.05 0.27 0.86 0.63 0.92 0.87 0.97 0.63 0.36 0.00 ]
[ 0.83 0.91 0.64 0.00 0.07 0.60 0.77 0.19 0.16 0.97 0.87 0.70 0.93 0.63 0.72 0.39 0.41 0.76 0.81 0.51 0.99 0.94 0.09 0.01 0.20 0.95 0.30 0.61 0.50 1.00 0.90 0.13 0.10 0.67 0.16 0.47 0.49 0.90 0.96 0.88 0.50 0.48 0.71 0.82 0.79 0.80 0.43 0.95 0.96 0.95 0.57 0.79 0.97 0.57 0.90 0.77 0.97 0.20 0.83 0.40 0.13 0.87 0.20 0.36 0.31 0.53 0.23 0.80 ]
[ 0.97 0.75 0.90 0.99 0.38 0.46 0.19 0.33 0.57 0.82 0.32 0.52 0.50 0.81 0.89 0.41 0.02 0.00 0.41 0.30 0.90 0.38 0.77 0.63 0.18 0.78 0.89 0.33 0.67 0.90 1.00 0.66 0.00 0.85 0.05 0.23 0.99 0.62 0.19 0.70 0.64 0.44 0.39 0.68 0.69 0.91 0.93 0.82 0.73 0.91 0.73 0.78 0.29 0.60 0.24 0.94 0.49 0.40 0.33 0.26 0.64 0.04 0.81 0.32 0.88 0.83 0.22 0.68 ]
[ 0.95 0.17 0.34 0.97 0.66 0.64 0.51 0.60 0.98 0.00 0.32 0.11 0.86 0.98 0.86 0.50 0.40 0.90 0.90 0.95 0.68 0.15 0.00 0.00 0.29 0.81 0.89 0.80 0.00 0.13 0.66 1.00 0.06 0.08 0.73 0.43 0.00 0.68 0.48 0.04 0.56 0.67 0.72 0.01 0.26 0.54 0.68 0.81 0.98 0.58 0.00 0.71 0.48 0.55 0.49 0.78 0.18 0.96 0.57 0.76 0.97 0.67 0.89 0.82 0.16 0.82 0.92 0.32 ]
[ 0.50 0.57 0.38 0.97 0.85 0.27 0.75 0.15 0.78 0.09 0.85 0.70 0.69 0.62 0.50 0.00 0.77 0.91 0.72 0.97 0.64 0.27 0.50 0.95 0.67 0.22 0.71 0.84 0.82 0.10 0.00 0.06 1.00 0.96 0.93 0.35 0.30 0.88 0.26 0.94 0.85 0.53 0.47 0.79 0.25 0.64 0.90 0.13 0.01 0.07 0.74 0.20 0.18 1.00 0.86 0.30 0.01 0.73 0.55 0.80 0.63 0.97 0.71 0.61 0.89 0.08 0.72 0.27 ]
[ 0.29 0.63 0.72 0.40 0.42 0.23 0.70 0.48 0.18 0.00 0.69 0.52 0.00 0.29 0.94 0.32 0.93 0.82 0.65 0.16 0.90 0.84 0.41 0.84 0.52 0.95 0.53 0.66 0.82 0.67 0.85 0.08 0.96 1.00 0.76 0.86 0.00 0.34 0.73 0.98 0.56 0.34 0.90 0.23 0.00 0.69 0.57 0.23 0.25 0.65 0.97 0.92 0.93 0.22 0.86 0.50 0.66 0.65 0.46 0.25 0.90 0.72 0.82 0.18 0.98 0.44 0.05 0.49 ]
[ 0.49 0.84 0.48 0.19 0.68 0.99 0.16 0.00 0.22 0.19 0.65 0.93 0.93 0.33 0.00 0.38 0.80 0.48 0.66 0.35 0.26 0.89 0.97 0.61 0.97 0.94 0.99 0.40 0.57 0.16 0.05 0.73 0.93 0.76 1.00 0.26 0.50 0.96 0.63 0.87 0.48 0.85 0.40 0.52 0.34 0.86 0.56 0.21 0.57 0.77 0.36 0.63 0.34 0.97 0.74 0.90 0.47 0.80 0.65 0.83 0.00 0.20 0.93 0.42 0.60 0.43 0.87 0.44 ]
[ 0.95 0.85 0.82 0.26 0.00 0.48 0.96 0.64 0.38 0.90 0.34 0.47 0.88 0.90 0.84 0.47 0.97 0.17 0.18 0.57 0.42 0.63 0.95 0.80 0.19 0.09 0.42 0.18 0.24 0.47 0.23 0.43 0.35 0.86 0.26 1.00 0.64 0.96 0.10 0.85 0.19 0.78 0.20 0.74 0.05 0.41 0.99 0.40 0.55 0.38 0.28 0.94 0.93 0.53 0.99 0.26 0.78 0.74 0.45 0.16 0.58 0.55 0.25 0.27 0.64 0.42 0.89 0.69 ]
[ 0.17 0.32 0.07 0.45 0.44 0.83 0.40 0.19 0.37 0.99 0.97 0.33 0.21 0.00 0.83 0.59 0.55 0.92 0.93 0.85 0.42 0.78 0.29 0.48 0.76 0.87 0.56 0.26 0.86 0.49 0.99 0.00 0.30 0.00 0.50 0.64 1.00 0.89 1.00 0.75 0.88 0.29 0.96 0.66 0.90 0.24 0.99 0.98 0.84 0.58 0.47 0.40 0.60 0.53 0.76 0.68 0.26 0.23 0.94 0.58 0.29 0.98 0.00 0.32 0.05 0.41 0.65 0.17 ]
[ 0.44 0.72 0.30 0.45 0.97 0.81 0.75 0.52 0.83 0.66 0.98 0.47 0.16 0.84 0.73 0.73 0.82 0.00 0.03 0.56 0.48 0.84 0.23 0.94 0.24 0.88 0.78 0.83 0.48 0.90 0.62 0.68 0.88 0.34 0.96 0.96 0.89 1.00 0.42 0.83 0.83 0.90 0.63 0.15 0.89 0.32 0.41 0.58 0.99 0.41 0.96 0.86 0.48 0.97 0.59 0.87 0.48 0.66 0.79 0.92 0.40 0.95 0.97 0.87 0.27 0.82 0.88 0.90 ]
[ 0.00 0.53 0.91 0.51 0.42 0.62 0.45 0.84 0.65 0.08 0.48 0.87 0.29 0.89 0.44 0.38 0.96 0.18 0.05 0.97 0.95 0.77 0.58 0.80 0.41 0.47 0.63 0.27 1.00 0.96 0.19 0.48 0.26 0.73 0.63 0.10 1.00 0.42 1.00 0.86 0.54 0.74 0.35 0.26 0.47 0.67 0.35 0.57 0.72 0.34 0.24 0.43 0.90 0.21 0.37 0.67 0.74 0.54 0.77 0.25 0.71 0.89 0.84 0.19 0.33 0.66 0.69 0.92 ]
[ 0.75 0.78 0.93 0.58 0.65 0.57 0.71 0.96 0.14 0.79 0.35 0.36 0.71 0.79 0.40 0.53 0.45 0.36 0.13 0.63 0.54 0.99 0.00 0.69 0.21 0.42 0.90 0.98 0.46 0.88 0.70 0.04 0.94 0.98 0.87 0.85 0.75 0.83 0.86 1.00 0.67 0.68 0.66 0.80 0.20 0.63 0.29 0.36 0.96 0.21 0.91 0.93 0.48 0.01 0.41 0.05 0.22 0.27 0.00 0.21 0.95 0.20 0.12 0.99 0.59 0.98 0.77 0.98 ]
[ 0.29 0.66 1.00 0.90 0.58 0.56 0.20 0.77 0.04 0.61 0.82 0.54 0.97 0.58 0.05 0.98 0.88 0.90 0.57 0.73 0.85 0.64 0.75 0.96 0.74 0.57 0.96 0.22 0.80 0.50 0.64 0.56 0.85 0.56 0.48 0.19 0.88 0.83 0.54 0.67 1.00 0.48 0.56 0.49 0.19 0.30 0.69 0.68 0.91 0.46 0.86 0.91 1.00 0.48 0.40 0.77 0.78 0.38 0.86 0.56 0.44 0.36 0.73 0.01 0.49 0.66 0.64 0.52 ]
[ 0.16 0.65 0.85 0.82 0.83 0.99 0.20 0.82 0.95 0.58 0.42 0.42 0.60 0.93 0.63 0.38 0.88 0.40 1.00 0.83 0.16 0.99 0.07 0.25 0.80 0.92 0.93 0.71 0.87 0.48 0.44 0.67 0.53 0.34 0.85 0.78 0.29 0.90 0.74 0.68 0.48 1.00 0.87 0.09 0.40 0.96 0.97 0.96 0.75 0.17 0.22 0.48 0.42 0.27 0.85 0.91 0.85 0.44 0.81 0.61 0.46 0.08 0.91 0.87 0.56 0.53 0.93 0.09 ]
[ 0.68 0.98 0.91 0.61 0.21 0.93 0.23 0.86 0.58 0.51 0.99 0.22 0.75 0.99 0.96 0.88 0.86 0.71 0.25 0.30 0.53 0.29 0.53 0.06 0.38 0.46 0.31 0.87 0.23 0.71 0.39 0.72 0.47 0.90 0.40 0.20 0.96 0.63 0.35 0.66 0.56 0.87 1.00 0.53 0.71 0.11 0.89 0.02 0.78 0.00 0.54 0.23 0.81 0.38 0.53 0.12 0.25 0.89 0.22 0.63 0.15 0.09 0.50 0.41 0.88 0.13 0.75 0.10 ]
[ 0.79 0.62 0.30 0.56 0.62 0.02 0.80 0.74 0.25 0.13 0.89 0.67 0.97 0.15 0.78 0.85 0.04 0.26 0.91 0.81 0.91 0.10 0.37 0.62 0.07 0.23 0.94 0.72 0.43 0.82 0.68 0.01 0.79 0.23 0.52 0.74 0.66 0.15 0.26 0.80 0.49 0.09 0.53 1.00 0.40 0.16 0.57 0.61 0.35 0.98 0.25 0.33 0.73 0.90 0.87 0.93 0.29 0.26 0.39 0.75 0.00 0.98 0.48 0.34 0.81 0.23 0.90 0.55 ]
[ 0.95 0.99 0.48 0.67 0.58 0.15 0.88 0.27 0.58 0.90 0.81 0.43 0.39 0.87 0.00 0.47 0.65 0.89 0.89 0.41 0.95 0.47 0.86 0.65 0.58 0.41 0.64 0.92 0.65 0.79 0.69 0.26 0.25 0.00 0.34 0.05 0.90 0.89 0.47 0.20 0.19 0.40 0.71 0.40 1.00 0.52 0.98 0.56 0.41 0.71 0.02 0.21 0.64 0.74 0.44 0.88 0.93 0.14 0.49 0.38 0.97 0.50 0.96 0.32 0.19 0.73 0.13 0.27 ]
[ 0.94 0.22 0.56 0.39 0.00 0.96 0.23 0.26 0.71 0.96 0.58 0.66 0.30 0.49 0.57 0.94 0.91 0.81 0.85 0.46 0.59 0.65 0.87 0.46 0.99 0.24 0.30 0.35 0.51 0.80 0.91 0.54 0.64 0.69 0.86 0.41 0.24 0.32 0.67 0.63 0.30 0.96 0.11 0.16 0.52 1.00 0.96 0.26 0.90 0.97 0.54 0.48 0.15 0.87 0.95 0.42 0.96 0.92 0.95 0.99 0.28 0.27 0.25 0.15 0.65 0.37 0.51 0.90 ]
[ 0.36 0.58 0.90 0.15 0.00 0.88 0.93 0.91 0.21 0.31 0.66 0.16 0.52 0.01 0.54 0.35 0.21 0.55 0.77 0.59 0.66 0.94 0.27 0.52 0.94 0.99 0.75 0.53 0.54 0.43 0.93 0.68 0.90 0.57 0.56 0.99 0.99 0.41 0.35 0.29 0.69 0.97 0.89 0.57 0.98 0.96 1.00 0.56 0.88 0.86 0.09 0.32 0.53 0.37 0.92 0.60 0.91 0.83 0.04 0.28 1.00 0.39 0.28 0.69 0.26 0.85 0.59 0.97 ]
[ 0.19 0.69 0.35 0.83 0.94 0.93 0.90 0.68 0.57 0.27 0.55 0.15 0.77 0.92 0.48 0.85 0.00 0.51 0.87 0.40 0.36 0.96 0.58 0.87 0.65 0.04 0.49 0.00 0.21 0.95 0.82 0.81 0.13 0.23 0.21 0.40 0.98 0.58 0.57 0.36 0.68 0.96 0.02 0.61 0.56 0.26 0.56 1.00 0.88 0.62 0.57 0.36 0.22 0.41 0.83 0.78 0.33 0.89 0.02 0.13 0.76 0.86 0.26 0.62 0.83 0.85 0.95 0.93 ]
[ 0.77 0.45 0.21 0.87 0.60 0.59 0.79 0.74 0.47 0.39 0.54 0.45 0.53 0.91 0.96 0.45 0.83 0.96 0.80 0.76 0.44 0.93 0.50 0.50 0.73 0.42 0.86 0.52 0.37 0.96 0.73 0.98 0.01 0.25 0.57 0.55 0.84 0.99 0.72 0.96 0.91 0.75 0.78 0.35 0.41 0.90 0.88 0.88 1.00 0.56 0.22 0.49 0.51 0.32 0.29 0.71 0.65 0.99 0.88 0.60 0.46 0.28 0.29 0.67 0.09 0.95 0.77 0.64 ]
