[ 0.31 0.48 0.60 0.43 0.95 0.31 0.68 0.71 0.98 0.20 1.00 0.91 0.70 0.94 0.26 0.40 0.92 0.67 0.76 0.86 0.87 0.24 0.91 0.82 0.51 0.36 0.90 0.04 0.89 0.61 0.52 0.86 0.05 0.80 0.56 0.48 0.48 0.80 0.54 0.35 0.70 0.59 0.89 0.89 0.97 0.85 0.82 0.00 0.34 0.36 0.52 0.80 0.97 0.27 0.20 0.99 0.74 0.69 0.71 0.89 ]
[ 0.19 0.14 0.87 0.23 0.88 0.67 0.00 0.94 0.48 0.45 0.91 1.00 0.52 0.40 0.25 0.32 0.91 0.76 0.75 0.88 0.37 0.36 0.42 0.93 0.70 0.29 0.15 0.80 0.95 0.43 0.67 0.88 0.29 0.20 0.98 0.63 0.09 0.94 0.31 0.28 0.44 0.57 0.75 0.99 0.72 0.36 0.85 0.64 0.57 0.89 0.16 0.62 0.79 0.54 0.40 0.87 0.87 0.29 0.89 0.93 ]
[ 0.37 0.40 0.86 0.56 0.40 0.85 0.44 0.80 0.59 0.22 0.70 0.52 1.00 0.50 0.62 0.37 0.64 0.87 0.91 0.76 0.67 0.38 0.99 0.17 0.92 0.75 0.27 0.71 0.32 0.92 0.71 0.35 0.66 0.45 0.94 0.30 0.21 0.58 0.89 0.23 0.97 0.91 0.23 0.10 0.92 0.34 0.81 0.97 0.84 0.97 0.51 0.00 0.57 0.50 0.72 0.66 0.81 0.13 0.71 0.56 ]
[ 0.25 0.24 0.38 0.70 0.66 0.99 0.82 0.00 0.83 0.09 0.94 0.40 0.50 1.00 0.93 0.46 0.62 0.58 0.00 0.72 0.55 0.26 0.79 0.99 0.52 0.33 0.17 0.82 0.96 0.08 0.56 0.41 0.82 0.86 0.05 0.46 0.28 0.42 0.37 0.59 0.91 0.99 0.98 0.91 0.98 0.51 0.34 0.99 0.04 0.08 0.73 0.54 0.55 0.23 0.34 0.96 0.60 0.26 0.51 0.20 ]
[ 0.11 0.00 0.89 0.80 0.51 1.00 0.84 0.16 0.36 0.57 0.26 0.25 0.62 0.93 1.00 0.55 0.78 0.48 0.20 0.70 0.39 0.94 0.59 0.74 0.17 0.92 0.72 0.91 0.57 0.54 0.90 0.32 0.82 0.86 0.46 0.59 0.49 0.95 0.90 0.75 0.60 0.25 0.92 0.45 0.49 0.67 0.23 0.22 0.96 0.87 0.86 0.80 0.00 0.58 0.89 0.51 0.69 0.97 0.90 0.95 ]
[ 0.32 0.73 0.00 0.76 0.90 0.29 0.90 0.76 0.43 0.16 0.40 0.32 0.37 0.46 0.55 1.00 0.74 0.26 0.68 0.97 0.13 0.99 0.85 0.80 0.95 0.88 0.62 0.58 0.94 0.95 0.69 0.38 0.80 0.05 0.60 0.51 0.01 0.51 0.25 0.57 0.84 0.66 0.50 0.86 0.96 0.83 0.18 0.00 1.00 0.07 0.45 0.27 0.58 0.46 0.70 0.04 0.77 0.37 0.54 0.94 ]
[ 0.60 0.85 0.66 0.98 0.16 0.14 0.56 0.91 0.38 0.60 0.92 0.91 0.64 0.62 0.78 0.74 1.00 0.44 0.57 0.44 0.23 0.63 0.01 0.87 0.86 0.98 0.46 0.44 0.88 0.69 0.73 0.27 0.82 0.73 0.93 0.46 0.95 0.31 0.34 0.81 0.25 0.13 0.92 0.37 0.53 0.28 0.44 0.73 0.99 0.79 0.80 0.87 0.92 0.89 0.96 0.86 0.17 0.92 0.88 0.87 ]
[ 0.99 0.87 0.90 0.72 0.85 0.04 0.58 0.14 0.55 0.00 0.67 0.76 0.87 0.58 0.48 0.26 0.44 1.00 0.73 0.23 0.61 0.94 0.58 0.21 0.00 0.29 0.41 0.06 0.89 0.32 0.61 0.52 0.42 0.32 0.02 0.04 0.00 0.88 0.97 0.51 0.90 0.86 0.97 0.76 0.75 0.25 0.26 0.49 0.96 0.51 0.77 0.21 0.00 0.89 0.21 0.68 0.92 0.19 0.78 0.72 ]
[ 0.51 1.00 0.36 0.93 0.49 0.48 0.00 0.52 0.68 0.55 0.76 0.75 0.91 0.00 0.20 0.68 0.57 0.73 1.00 0.52 0.14 0.48 0.82 0.00 0.33 0.58 0.80 0.56 0.23 0.90 0.60 0.15 0.96 0.42 0.96 0.13 0.43 0.83 0.86 0.20 0.72 0.60 0.53 0.82 0.79 0.51 0.86 0.34 0.45 0.37 0.56 0.74 0.92 0.90 0.97 0.77 0.20 0.40 0.69 0.35 ]
[ 0.16 0.72 0.77 0.44 0.07 0.69 0.65 0.56 0.62 0.83 0.86 0.88 0.76 0.72 0.70 0.97 0.44 0.23 0.52 1.00 0.57 0.32 0.37 0.47 0.28 0.78 0.81 0.68 0.54 0.84 0.92 0.82 0.00 0.37 0.88 0.07 0.31 0.24 0.56 0.39 0.72 0.32 0.19 0.00 0.49 0.91 0.14 0.40 0.48 0.28 0.99 0.24 0.19 0.83 0.84 0.36 0.45 0.55 0.48 0.40 ]
[ 0.78 0.96 0.59 0.81 0.88 0.66 0.08 0.83 0.99 0.97 0.87 0.37 0.67 0.55 0.39 0.13 0.23 0.61 0.14 0.57 1.00 0.23 0.00 0.16 0.12 0.27 0.21 0.52 0.82 0.82 0.05 0.38 0.00 0.95 0.59 0.91 0.69 0.20 0.51 0.79 0.35 0.91 0.13 0.00 0.69 0.96 0.08 0.60 0.85 0.50 0.92 0.69 0.50 0.00 0.42 0.26 0.32 0.22 0.35 0.73 ]
[ 0.39 0.42 0.49 0.62 0.40 0.91 0.20 0.74 0.48 0.34 0.24 0.36 0.38 0.26 0.94 0.99 0.63 0.94 0.48 0.32 0.23 1.00 0.67 0.43 0.51 0.23 0.93 0.98 0.92 0.95 0.20 0.64 0.88 0.96 0.35 0.20 0.12 0.04 0.78 0.19 0.24 0.68 0.25 0.53 0.29 0.60 0.43 0.67 0.28 0.86 0.90 0.19 0.86 0.68 0.80 0.90 0.85 0.64 0.65 0.67 ]
[ 0.88 0.37 0.68 0.31 0.87 0.65 0.69 0.74 0.63 0.87 0.91 0.42 0.99 0.79 0.59 0.85 0.01 0.58 0.82 0.37 0.00 0.67 1.00 0.46 0.28 0.66 0.46 0.46 0.43 0.60 0.84 0.67 0.94 0.93 0.66 0.18 0.64 0.62 0.95 0.98 0.82 0.71 0.50 0.79 0.17 0.40 0.88 0.68 0.97 0.70 0.98 0.81 0.94 0.17 0.66 0.23 0.46 0.22 0.25 0.73 ]
[ 0.37 0.00 0.83 0.36 0.04 0.84 0.92 0.80 0.70 0.93 0.82 0.93 0.17 0.99 0.74 0.80 0.87 0.21 0.00 0.47 0.16 0.43 0.46 1.00 0.55 0.88 0.89 0.60 0.00 0.91 0.87 0.52 0.97 0.67 0.98 0.29 0.19 0.00 0.84 0.61 0.91 0.84 0.17 0.51 0.39 0.21 0.78 0.46 0.27 0.41 0.45 0.46 0.17 0.59 0.97 0.72 0.51 0.97 0.86 0.29 ]
[ 0.44 0.53 0.95 0.60 0.93 0.71 0.57 0.34 0.37 0.31 0.51 0.70 0.92 0.52 0.17 0.95 0.86 0.00 0.33 0.28 0.12 0.51 0.28 0.55 1.00 0.86 0.39 0.94 0.55 0.39 0.18 0.99 0.12 0.17 1.00 0.63 0.16 0.57 0.66 0.86 0.87 0.88 0.86 0.30 0.09 0.57 0.39 0.87 0.49 0.51 0.15 0.89 0.91 0.12 0.52 0.18 0.83 0.19 0.86 0.64 ]
[ 0.26 0.77 0.97 0.18 0.61 0.18 0.86 0.77 0.08 0.08 0.36 0.29 0.75 0.33 0.92 0.88 0.98 0.29 0.58 0.78 0.27 0.23 0.66 0.88 0.86 1.00 0.73 0.90 0.73 0.36 0.61 0.97 0.00 0.59 0.98 0.52 0.33 0.85 0.73 0.89 0.90 0.94 0.34 0.90 0.46 0.45 0.47 0.67 0.88 0.77 0.97 0.47 0.83 0.00 0.71 0.93 0.98 0.90 0.96 0.43 ]
[ 0.91 0.79 0.63 0.43 0.31 0.31 1.00 0.88 0.70 0.44 0.90 0.15 0.27 0.17 0.72 0.62 0.46 0.41 0.80 0.81 0.21 0.93 0.46 0.89 0.39 0.73 1.00 0.96 0.34 0.93 0.53 0.63 0.76 0.63 0.30 0.32 0.14 0.88 0.96 0.99 0.02 0.37 0.54 0.09 0.73 0.36 0.86 0.34 0.96 0.32 0.62 0.61 0.52 0.86 1.00 0.38 0.96 0.61 0.61 0.23 ]
[ 0.71 0.97 0.48 0.68 0.61 0.50 0.53 0.30 0.96 0.49 0.04 0.80 0.71 0.82 0.91 0.58 0.44 0.06 0.56 0.68 0.52 0.98 0.46 0.60 0.94 0.90 0.96 1.00 0.90 0.75 0.00 0.24 0.26 0.60 0.67 0.70 0.61 0.47 0.60 0.34 0.88 0.06 0.55 0.60 0.15 0.79 0.92 0.75 0.23 0.69 0.59 0.88 0.32 0.32 0.28 0.60 0.44 0.81 0.95 0.19 ]
[ 0.97 0.32 0.32 0.93 0.43 0.56 0.29 0.35 0.49 0.97 0.89 0.95 0.32 0.96 0.57 0.94 0.88 0.89 0.23 0.54 0.82 0.92 0.43 0.00 0.55 0.73 0.34 0.90 1.00 0.95 0.25 0.15 0.69 0.50 0.84 0.23 0.45 0.00 0.62 0.01 0.13 0.94 0.47 0.57 0.94 0.63 0.46 0.94 0.09 0.81 0.63 0.89 0.51 0.00 0.27 0.13 0.63 0.81 0.75 0.88 ]
[ 0.80 0.39 0.30 0.30 0.38 0.99 0.28 0.54 0.72 0.54 0.61 0.43 0.92 0.08 0.54 0.95 0.69 0.32 0.90 0.84 0.82 0.95 0.60 0.91 0.39 0.36 0.93 0.75 0.95 1.00 0.87 0.55 0.81 0.38 1.00 0.38 0.96 0.90 0.99 0.92 0.67 0.46 0.96 0.17 0.78 0.50 0.00 0.21 0.63 0.23 0.46 0.06 0.77 0.76 0.96 0.83 0.53 0.33 0.86 0.85 ]
[ 0.14 0.88 0.98 0.48 0.33 0.33 0.20 0.84 0.07 0.98 0.52 0.67 0.71 0.56 0.90 0.69 0.73 0.61 0.60 0.92 0.05 0.20 0.84 0.87 0.18 0.61 0.53 0.00 0.25 0.87 1.00 0.93 0.88 0.83 0.90 0.67 0.66 0.59 0.65 0.82 0.86 0.91 0.93 0.40 0.99 0.43 0.23 0.27 0.51 0.09 0.72 0.40 0.50 0.63 0.51 0.72 0.37 0.94 0.87 0.55 ]
[ 0.89 0.29 0.55 0.83 0.53 0.20 0.53 0.96 0.66 0.28 0.86 0.88 0.35 0.41 0.32 0.38 0.27 0.52 0.15 0.82 0.38 0.64 0.67 0.52 0.99 0.97 0.63 0.24 0.15 0.55 0.93 1.00 0.41 0.00 0.79 0.70 0.90 0.37 0.63 0.63 0.61 0.43 0.85 0.96 0.44 0.87 0.36 0.94 0.63 0.26 0.72 0.85 0.36 0.34 0.15 0.27 0.37 0.97 0.71 0.94 ]
[ 0.78 0.71 0.72 0.78 0.75 0.26 0.14 0.58 0.61 0.40 0.05 0.29 0.66 0.82 0.82 0.80 0.82 0.42 0.96 0.00 0.00 0.88 0.94 0.97 0.12 0.00 0.76 0.26 0.69 0.81 0.88 0.41 1.00 0.79 0.97 0.47 0.98 0.01 0.67 0.83 0.15 0.22 0.33 0.89 0.68 0.85 0.76 0.26 0.16 0.33 0.34 0.30 0.98 0.27 0.23 0.40 0.91 0.43 0.55 0.22 ]
[ 0.10 0.66 0.26 0.16 0.72 0.27 0.80 0.67 0.92 0.22 0.80 0.20 0.45 0.86 0.86 0.05 0.73 0.32 0.42 0.37 0.95 0.96 0.93 0.67 0.17 0.59 0.63 0.60 0.50 0.38 0.83 0.00 0.79 1.00 0.29 0.80 0.79 0.55 0.25 0.66 0.93 0.93 0.29 0.84 0.00 0.39 0.89 0.73 0.42 0.16 0.62 0.60 0.17 0.89 0.98 0.63 0.60 0.72 0.12 0.16 ]
[ 0.43 1.00 0.55 0.38 0.76 0.12 0.44 0.74 0.42 0.97 0.56 0.98 0.94 0.05 0.46 0.60 0.93 0.02 0.96 0.88 0.59 0.35 0.66 0.98 1.00 0.98 0.30 0.67 0.84 1.00 0.90 0.79 0.97 0.29 1.00 0.00 0.40 0.95 0.91 0.54 0.55 0.93 0.14 0.66 0.55 0.51 0.91 0.90 0.58 0.74 0.42 0.52 0.93 0.79 0.66 0.75 0.96 1.00 0.95 0.90 ]
[ 0.79 0.55 0.51 0.39 0.86 0.67 0.18 0.31 1.00 0.94 0.48 0.63 0.30 0.46 0.59 0.51 0.46 0.04 0.13 0.07 0.91 0.20 0.18 0.29 0.63 0.52 0.32 0.70 0.23 0.38 0.67 0.70 0.47 0.80 0.00 1.00 0.44 0.81 0.60 0.72 0.60 0.43 0.60 0.69 0.02 0.88 0.26 0.87 0.45 0.57 0.98 0.39 0.71 0.22 0.94 0.64 0.56 0.04 0.18 0.46 ]
[ 0.19 0.59 0.16 0.88 0.32 0.61 0.38 0.76 0.38 0.62 0.48 0.09 0.21 0.28 0.49 0.01 0.95 0.00 0.43 0.31 0.69 0.12 0.64 0.19 0.16 0.33 0.14 0.61 0.45 0.96 0.66 0.90 0.98 0.79 0.40 0.44 1.00 0.65 0.84 0.95 0.70 0.04 0.88 0.38 0.91 0.73 0.55 0.46 0.58 0.42 0.33 0.13 0.94 0.37 0.00 0.83 0.33 0.00 0.95 0.86 ]
[ 0.50 0.61 0.90 0.52 0.22 0.98 0.93 0.83 0.10 0.65 0.80 0.94 0.58 0.42 0.95 0.51 0.31 0.88 0.83 0.24 0.20 0.04 0.62 0.00 0.57 0.85 0.88 0.47 0.00 0.90 0.59 0.37 0.01 0.55 0.95 0.81 0.65 1.00 0.97 0.22 0.18 0.84 0.99 0.50 0.47 0.69 0.46 0.80 0.77 0.67 0.60 0.51 0.18 0.33 0.23 0.44 0.18 0.94 0.15 0.40 ]
[ 0.91 0.68 0.89 0.53 0.71 0.60 0.09 0.88 0.27 0.91 0.54 0.31 0.89 0.37 0.90 0.25 0.34 0.97 0.86 0.56 0.51 0.78 0.95 0.84 0.66 0.73 0.96 0.60 0.62 0.99 0.65 0.63 0.67 0.25 0.91 0.60 0.84 0.97 1.00 0.76 0.71 0.47 0.21 0.24 0.79 0.94 0.18 0.17 0.48 0.62 0.35 0.35 0.65 0.85 0.68 0.28 0.31 0.34 0.84 0.25 ]
[ 0.30 0.62 0.19 0.30 0.89 0.64 0.59 0.61 0.41 0.46 0.35 0.28 0.23 0.59 0.75 0.57 0.81 0.51 0.20 0.39 0.79 0.19 0.98 0.61 0.86 0.89 0.99 0.34 0.01 0.92 0.82 0.63 0.83 0.66 0.54 0.72 0.95 0.22 0.76 1.00 0.27 0.90 0.44 0.51 0.49 0.97 0.77 0.95 0.40 0.10 0.59 0.61 0.50 0.27 0.38 0.42 0.20 0.65 0.86 0.40 ]
[ 0.33 0.74 0.85 0.85 0.30 0.42 0.31 0.38 0.32 0.56 0.70 0.44 0.97 0.91 0.60 0.84 0.25 0.90 0.72 0.72 0.35 0.24 0.82 0.91 0.87 0.90 0.02 0.88 0.13 0.67 0.86 0.61 0.15 0.93 0.55 0.60 0.70 0.18 0.71 0.27 1.00 0.44 0.38 0.28 0.79 0.67 0.60 0.92 0.31 0.31 0.91 0.65 0.86 0.51 0.89 0.15 0.87 0.67 0.64 0.49 ]
[ 0.07 0.28 0.05 0.31 0.94 0.48 0.69 0.24 0.62 0.96 0.59 0.57 0.91 0.99 0.25 0.66 0.13 0.86 0.60 0.32 0.91 0.68 0.71 0.84 0.88 0.94 0.37 0.06 0.94 0.46 0.91 0.43 0.22 0.93 0.93 0.43 0.04 0.84 0.47 0.90 0.44 1.00 0.48 0.88 0.94 0.44 0.54 0.31 0.29 0.69 0.96 0.15 0.75 0.56 0.42 0.92 0.34 0.95 0.88 0.75 ]
[ 0.58 0.79 0.69 0.45 0.96 0.52 0.40 0.79 0.99 0.96 0.89 0.75 0.23 0.98 0.92 0.50 0.92 0.97 0.53 0.19 0.13 0.25 0.50 0.17 0.86 0.34 0.54 0.55 0.47 0.96 0.93 0.85 0.33 0.29 0.14 0.60 0.88 0.99 0.21 0.44 0.38 0.48 1.00 0.50 0.58 0.78 0.16 0.70 0.39 0.86 0.48 0.90 0.99 0.43 0.72 0.41 0.45 0.43 0.40 0.54 ]
[ 0.91 0.57 0.47 0.41 0.18 0.98 0.94 0.16 0.92 0.80 0.89 0.99 0.10 0.91 0.45 0.86 0.37 0.76 0.82 0.00 0.00 0.53 0.79 0.51 0.30 0.90 0.09 0.60 0.57 0.17 0.40 0.96 0.89 0.84 0.66 0.69 0.38 0.50 0.24 0.51 0.28 0.88 0.50 1.00 0.99 0.72 0.54 0.67 0.22 0.33 0.68 0.58 0.38 0.22 0.95 0.61 0.17 0.43 0.81 0.90 ]
[ 0.88 0.27 0.56 0.52 0.94 0.91 0.71 0.90 0.26 0.49 0.97 0.72 0.92 0.98 0.49 0.96 0.53 0.75 0.79 0.49 0.69 0.29 0.17 0.39 0.09 0.46 0.73 0.15 0.94 0.78 0.99 0.44 0.68 0.00 0.55 0.02 0.91 0.47 0.79 0.49 0.79 0.94 0.58 0.99 1.00 0.44 0.74 0.97 0.00 0.13 0.24 0.88 0.19 0.86 0.00 0.29 0.44 0.77 0.78 0.74 ]
[ 0.79 0.52 0.09 0.43 0.19 0.63 0.67 0.93 0.03 0.63 0.85 0.36 0.34 0.51 0.67 0.83 0.28 0.25 0.51 0.91 0.96 0.60 0.40 0.21 0.57 0.45 0.36 0.79 0.63 0.50 0.43 0.87 0.85 0.39 0.51 0.88 0.73 0.69 0.94 0.97 0.67 0.44 0.78 0.72 0.44 1.00 0.89 0.66 0.43 0.59 0.27 0.19 0.60 0.68 0.55 0.44 0.08 0.45 0.47 0.45 ]
[ 0.49 0.66 0.79 0.62 0.17 0.76 0.34 0.15 0.46 0.29 0.82 0.85 0.81 0.34 0.23 0.18 0.44 0.26 0.86 0.14 0.08 0.43 0.88 0.78 0.39 0.47 0.86 0.92 0.46 0.00 0.23 0.36 0.76 0.89 0.91 0.26 0.55 0.46 0.18 0.77 0.60 0.54 0.16 0.54 0.74 0.89 1.00 0.57 0.00 0.74 0.79 0.98 0.87 0.62 0.02 0.34 0.16 0.28 0.86 0.27 ]
[ 0.96 1.00 0.86 0.90 0.25 0.98 0.51 0.62 0.40 0.96 0.00 0.64 0.97 0.99 0.22 0.00 0.73 0.49 0.34 0.40 0.60 0.67 0.68 0.46 0.87 0.67 0.34 0.75 0.94 0.21 0.27 0.94 0.26 0.73 0.90 0.87 0.46 0.80 0.17 0.95 0.92 0.31 0.70 0.67 0.97 0.66 0.57 1.00 0.33 0.22 0.56 0.27 0.61 0.39 0.51 0.86 0.34 0.34 0.84 0.85 ]
[ 0.42 0.66 0.21 0.26 0.24 0.22 0.07 0.85 0.33 0.17 0.34 0.57 0.84 0.04 0.96 1.00 0.99 0.96 0.45 0.48 0.85 0.28 0.97 0.27 0.49 0.88 0.96 0.23 0.09 0.63 0.51 0.63 0.16 0.42 0.58 0.45 0.58 0.77 0.48 0.40 0.31 0.29 0.39 0.22 0.00 0.43 0.00 0.33 1.00 0.88 0.58 0.17 0.98 0.81 0.75 0.00 0.85 0.21 0.66 0.55 ]
[ 0.97 0.36 0.98 0.18 0.30 0.61 0.28 0.69 0.52 0.07 0.36 0.89 0.97 0.08 0.87 0.07 0.79 0.51 0.37 0.28 0.50 0.86 0.70 0.41 0.51 0.77 0.32 0.69 0.81 0.23 0.09 0.26 0.33 0.16 0.74 0.57 0.42 0.67 0.62 0.10 0.31 0.69 0.86 0.33 0.13 0.59 0.74 0.22 0.88 1.00 0.65 0.29 0.50 0.92 0.56 0.30 0.01 0.71 0.36 0.71 ]
[ 0.17 0.58 0.36 0.12 0.31 1.00 0.22 0.67 0.78 0.79 0.52 0.16 0.51 0.73 0.86 0.45 0.80 0.77 0.56 0.99 0.92 0.90 0.98 0.45 0.15 0.97 0.62 0.59 0.63 0.46 0.72 0.72 0.34 0.62 0.42 0.98 0.33 0.60 0.35 0.59 0.91 0.96 0.48 0.68 0.24 0.27 0.79 0.56 0.58 0.65 1.00 0.81 0.96 0.96 0.17 0.45 0.91 0.73 0.09 0.28 ]
[ 0.22 0.84 0.76 0.69 0.20 0.48 0.70 0.10 1.00 0.45 0.80 0.62 0.00 0.54 0.80 0.27 0.87 0.21 0.74 0.24 0.69 0.19 0.81 0.46 0.89 0.47 0.61 0.88 0.89 0.06 0.40 0.85 0.30 0.60 0.52 0.39 0.13 0.51 0.35 0.61 0.65 0.15 0.90 0.58 0.88 0.19 0.98 0.27 0.17 0.29 0.81 1.00 0.41 0.93 0.54 0.17 0.45 0.92 0.57 0.56 ]
[ 0.15 0.37 0.40 0.43 0.64 0.50 0.90 0.01 0.80 0.84 0.97 0.79 0.57 0.55 0.00 0.58 0.92 0.00 0.92 0.19 0.50 0.86 0.94 0.17 0.91 0.83 0.52 0.32 0.51 0.77 0.50 0.36 0.98 0.17 0.93 0.71 0.94 0.18 0.65 0.50 0.86 0.75 0.99 0.38 0.19 0.60 0.87 0.61 0.98 0.50 0.96 0.41 1.00 0.40 0.20 0.97 0.84 0.62 0.69 0.25 ]
[ 0.39 0.51 0.86 0.91 0.75 0.15 0.93 0.39 0.32 0.43 0.27 0.54 0.50 0.23 0.58 0.46 0.89 0.89 0.90 0.83 0.00 0.68 0.17 0.59 0.12 0.00 0.86 0.32 0.00 0.76 0.63 0.34 0.27 0.89 0.79 0.22 0.37 0.33 0.85 0.27 0.51 0.56 0.43 0.22 0.86 0.68 0.62 0.39 0.81 0.92 0.96 0.93 0.40 1.00 0.39 0.66 0.86 0.45 0.60 0.92 ]
[ 0.91 0.02 0.56 0.24 0.53 0.89 0.90 0.52 0.23 0.42 0.20 0.40 0.72 0.34 0.89 0.70 0.96 0.21 0.97 0.84 0.42 0.80 0.66 0.97 0.52 0.71 1.00 0.28 0.27 0.96 0.51 0.15 0.23 0.98 0.66 0.94 0.00 0.23 0.68 0.38 0.89 0.42 0.72 0.95 0.00 0.55 0.02 0.51 0.75 0.56 0.17 0.54 0.20 0.39 1.00 0.00 0.18 0.63 0.97 0.91 ]
[ 0.32 0.41 0.60 0.24 0.74 0.55 0.30 0.71 0.56 0.19 0.99 0.87 0.66 0.96 0.51 0.04 0.86 0.68 0.77 0.36 0.26 0.90 0.23 0.72 0.18 0.93 0.38 0.60 0.13 0.83 0.72 0.27 0.40 0.63 0.75 0.64 0.83 0.44 0.28 0.42 0.15 0.92 0.41 0.61 0.29 0.44 0.34 0.86 0.00 0.30 0.45 0.17 0.97 0.66 0.00 1.00 0.69 0.29 0.56 0.65 ]
